8000 8000 3200 1600
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
187773480 220405560 64846520 66910680
648799500 730257920 221053040 225620880
765210500 825197880 268077960 265082960
766392420 761452000 261393000 253484520
775444780 805500920 269574080 269804840
736847220 777240440 242717200 237450360
767930100 841674280 269888640 266367880
818195800 877222200 290832000 288365040
755574920 786032360 248497040 251689840
798201080 830770240 258868840 269566160
812486680 867971200 283519360 282546280
810309600 758844640 267529280 266128360
857973340 827667240 288867880 290822320
774713480 805599840 259539760 257225240
785244740 779759880 262350000 256344080
756995840 749365840 262409280 264138120
799725320 778352600 274190520 278827920
782802280 775415200 264727760 263602920
795381800 744280960 258100240 262966960
802767440 750410160 263786080 264762480
836757480 783295920 280606080 279494320
842685200 788495960 279977520 284869800
832428480 785823720 280010280 280633280
737764920 792091120 250527600 252677440
804525280 838637980 275925640 279895680
832968160 821200780 276913560 270744920
809048560 847708120 279456880 283042840
801716960 790120600 283888600 281969520
851444520 815372780 289942280 287036840
794405640 798084660 257486440 258270040
837857280 780854640 275626480 278687120
822538280 758662320 266186320 268224760
834153720 847360520 291949920 292282160
818686000 893075400 289320560 289652520
798791160 835697560 278051720 282022280
813458480 817233520 287961920 287187720
837167840 812803040 284395520 291921080
816956720 774764720 271756760 272501080
826866840 781179760 274179960 277603880
777453120 732490760 256129160 257496240
781360040 781002480 250668040 249307960
823235400 824692460 279167040 281807000
796230040 825653860 272345080 270706920
796859880 775711240 267320920 269237760
766192080 727612380 254038920 250221640
766208560 750637740 257883440 265375160
786070120 790431240 264431720 269266960
759940300 758965760 258123240 259057120
809235420 776063480 273943600 276587960
809918200 760770760 267856360 268181960
827415000 788502800 284736040 278542960
794975080 760544640 266619960 265065680
719101360 716191520 229424920 230895320
665081600 662787920 195086920 199555200
575865540 533085080 159913040 157245000
517129620 488429320 124158840 123587480
442161600 357884040 94197440 97599760
347087400 300372400 83258400 80069640
291467040 336476280 88228120 85729120
156979400 254230240 76296920 72549600
120152360 187954660 61721560 58851360
128897520 217898100 63459400 65796280
5388920 52173600 2748000 2656600
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
15680 22880 8640 5600
184628480 232803840 63350320 66230800
650110220 709884240 207362720 209327760
650989180 710734160 215254360 216566360
708959920 759694640 229142680 225650200
726990360 782364920 241362760 241776440
713514600 733829960 237594920 236679360
725460440 738034360 236643080 237272280
716142160 721591160 228172960 232973960
720580840 744754200 227350600 224286560
756095640 768666680 244573800 243410960
747759120 808614360 249121840 247557760
770853480 759886560 241102360 238595480
760938720 713586880 236486880 231640000
711223720 724627640 235968640 235199000
702889760 732239240 240497960 243977280
714961160 736631560 250524440 244247880
754883840 710929680 230231600 226635760
702894460 698636960 223806280 222977440
749449460 731194280 245926120 240746240
739167840 773796840 265960440 260984160
709132520 754338280 252848600 250617040
733207760 760982000 254992040 255959920
717220040 753255840 258292360 249140200
737549120 757118520 255727400 256183760
764221840 775003480 262648680 265980760
737299120 742211960 248237360 243912000
679658200 716183840 234834680 233520560
734132600 764701200 262400400 259703840
722508160 743969520 254341480 246454480
703004320 740454480 242152680 248319600
781696680 793403040 267127400 263917360
683100920 733099240 224597440 224907720
680380960 684184560 224991120 218153360
696520080 697397120 224150160 227304640
707103920 734064640 239000280 243712840
712689720 719617480 236597880 231104440
723696680 740435440 244352360 242324920
763611720 711159280 229443800 236192360
722365240 700559920 227588680 229832080
746850640 695018600 226212000 232717440
726048320 718477480 244787200 238084000
719324560 741661140 253320600 255339000
774559640 783469700 278434920 276715680
805577320 809482600 283862960 273957280
817843480 820185040 286664000 283475920
777033980 756309480 248469720 255214120
789879620 776407640 267147400 271159960
791602880 812570760 282707720 283244240
741463240 786997640 264221080 262063520
741750220 798658640 270743280 269555880
733932540 747638600 236218280 244219600
779678880 771833520 266060600 273078320
782574160 789528880 282091280 291087800
719893120 748459000 265371160 264104480
706685560 713242440 236903240 238621520
722701780 684759840 237821440 236789840
652585340 672392320 219245000 216679160
671263280 674753160 226939600 231624280
622874760 571290240 197539840 197128040
568987520 484332000 174840680 186122480
531328160 309855440 140801720 142207240
459494680 262371120 130668280 132517560
324003880 221051080 112321400 109417200
316296480 199206600 99851280 99977080
126897160 110000160 59420200 50924120
42833160 42833640 29222240 13745160
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
8000 8000 3200 3200
