1,8000.0,8000.0,3200.0,1600.0
2,8000.0,8000.0,3200.0,3200.0
3,8000.0,8000.0,3200.0,3200.0
4,8000.0,8000.0,3200.0,3200.0
5,8000.0,8000.0,3200.0,3200.0
6,8000.0,8000.0,3200.0,3200.0
7,8000.0,8000.0,3200.0,3200.0
8,8000.0,8000.0,3200.0,3200.0
9,8000.0,8000.0,3200.0,3200.0
10,8000.0,8000.0,3200.0,3200.0
11,8000.0,8000.0,3200.0,3200.0
12,8000.0,8000.0,3200.0,3200.0
13,8000.0,8000.0,3200.0,3200.0
14,8000.0,8000.0,3200.0,3200.0
15,6766280.0,10386240.0,4074800.0,2705120.0
16,467649680.0,608431160.0,258348640.0,97618840.0
17,719464040.0,844701920.0,366313920.0,127809000.0
18,764267880.0,771439720.0,371910280.0,130538440.0
19,780602520.0,801861520.0,377535280.0,131769000.0
20,780571480.0,791335320.0,381894120.0,132933840.0
21,770702620.0,802282760.0,381766480.0,136100760.0
22,757624020.0,813800560.0,384395240.0,139320760.0
23,760844360.0,810606120.0,390347120.0,136205520.0
24,805786040.0,814648280.0,387329280.0,137592920.0
25,765794680.0,776941120.0,385746480.0,131247240.0
26,742787760.0,786261160.0,384796800.0,135789520.0
27,812829840.0,795569280.0,389432800.0,136100640.0
28,803380720.0,774857440.0,392400800.0,127673240.0
29,776106640.0,734180320.0,386610360.0,123863120.0
30,760168080.0,707528760.0,359198920.0,121684200.0
31,725192160.0,732632880.0,375953000.0,123831080.0
32,751146160.0,766165880.0,400428040.0,124424600.0
33,774939800.0,734248720.0,378741240.0,118989160.0
34,788555640.0,766258480.0,407470840.0,124434520.0
35,741502440.0,710306120.0,353979480.0,122831880.0
36,781179280.0,759329880.0,392813000.0,128490760.0
37,722224120.0,729396280.0,370885720.0,121658840.0
38,751259280.0,727653240.0,368477760.0,124518560.0
39,761047560.0,729433680.0,368894520.0,124024520.0
40,762913120.0,753543200.0,395328200.0,122679320.0
41,748202640.0,747506680.0,377598200.0,120236640.0
42,740401860.0,804659920.0,398903600.0,139505280.0
43,746550700.0,742352440.0,388485120.0,120891960.0
44,770663040.0,760641560.0,388053080.0,129678560.0
45,748539160.0,774861280.0,364746440.0,131313160.0
46,742320320.0,764321880.0,360816720.0,128264360.0
47,805741600.0,829094880.0,424829880.0,141231320.0
48,810895160.0,833234440.0,425169960.0,145092000.0
49,788736200.0,806570520.0,402508720.0,141448280.0
50,797660240.0,844835240.0,436852520.0,147704280.0
51,760206980.0,746876160.0,378370440.0,126350920.0
52,716061580.0,712978800.0,357810680.0,118527440.0
53,730743600.0,698534640.0,347945080.0,115759960.0
54,766693120.0,748770480.0,387337160.0,120349520.0
55,775015280.0,745389800.0,388613440.0,123744920.0
56,769278920.0,767880760.0,397311840.0,127166280.0
57,701800920.0,760343160.0,382105080.0,114154280.0
58,785030480.0,768151600.0,413184360.0,120724760.0
59,721070120.0,777608720.0,418968240.0,123290880.0
60,721286400.0,779657760.0,422722720.0,126251480.0
61,738834440.0,778867760.0,416976400.0,129704720.0
62,744829240.0,771649800.0,417783520.0,125915800.0
63,727312440.0,765281480.0,410914920.0,123555520.0
64,723001840.0,767189720.0,416318680.0,125205000.0
65,711036280.0,730114560.0,381145400.0,121527080.0
66,674317120.0,686456560.0,339581800.0,117519280.0
67,680835640.0,694698320.0,346641480.0,116993240.0
68,726087080.0,701943680.0,351718000.0,120224680.0
69,719448480.0,695933320.0,345668120.0,120415120.0
70,707555640.0,714190840.0,350269200.0,122380400.0
71,657938820.0,682706520.0,330674800.0,121239400.0
72,672103140.0,683801640.0,348149120.0,131425520.0
73,630069520.0,674626000.0,321764520.0,108343640.0
74,506045820.0,471782000.0,217740560.0,71110520.0
75,440664180.0,331305120.0,159343560.0,64771760.0
76,309667280.0,195743760.0,66511280.0,38363880.0
77,209737600.0,8000.0,3200.0,3200.0
78,183804220.0,8000.0,3200.0,3200.0
79,71632940.0,8000.0,3200.0,3200.0
80,8000.0,8000.0,3200.0,3200.0
81,8000.0,8000.0,3200.0,3200.0
82,8000.0,8000.0,3200.0,3200.0
83,8000.0,8000.0,3200.0,3200.0
84,8000.0,8000.0,3200.0,3200.0
85,8000.0,8000.0,3200.0,3200.0
86,8000.0,8000.0,3200.0,3200.0
87,8000.0,8000.0,3200.0,3200.0
88,8000.0,8000.0,3200.0,3200.0
89,8000.0,8000.0,3200.0,3200.0
90,8000.0,8000.0,3200.0,3200.0
91,8000.0,8000.0,3200.0,3200.0
92,8000.0,8000.0,3200.0,3200.0
93,8000.0,8000.0,3200.0,3200.0
94,8000.0,8000.0,3200.0,3200.0
95,8000.0,8000.0,3200.0,3200.0
96,8000.0,8000.0,3200.0,3200.0
97,8000.0,8000.0,3200.0,3200.0
98,8000.0,8000.0,3200.0,3200.0
99,8000.0,8000.0,3200.0,3200.0
100,8000.0,8000.0,3200.0,3200.0
101,8000.0,8000.0,3200.0,3200.0
102,8000.0,8000.0,3200.0,3200.0
103,8000.0,8000.0,3200.0,3200.0
104,8000.0,8000.0,3200.0,3200.0
105,8000.0,8000.0,3200.0,3200.0
106,8000.0,8000.0,3200.0,3200.0
107,8000.0,8000.0,3200.0,3200.0
108,8000.0,8000.0,3200.0,3200.0
109,8000.0,8000.0,3200.0,3200.0
110,8000.0,8000.0,3200.0,3200.0
111,8000.0,8000.0,3200.0,3200.0
112,8000.0,8000.0,3200.0,3200.0
113,8000.0,8000.0,3200.0,3200.0
114,8000.0,8000.0,3200.0,3200.0
115,8000.0,8000.0,3200.0,3200.0
116,8000.0,8000.0,3200.0,3200.0
117,8000.0,8000.0,3200.0,3200.0
118,8000.0,8000.0,3200.0,3200.0
119,8000.0,8000.0,3200.0,3200.0
120,8000.0,8000.0,3200.0,3200.0
121,8000.0,8000.0,3200.0,3200.0
122,8000.0,8000.0,3200.0,3200.0
123,8000.0,8000.0,3200.0,3200.0
124,8000.0,8000.0,3200.0,3200.0
125,8000.0,8000.0,3200.0,3200.0
126,8000.0,8000.0,3200.0,3200.0
127,8000.0,8000.0,3200.0,3200.0
128,8000.0,8000.0,3200.0,3200.0
129,8000.0,8000.0,3200.0,3200.0
130,8000.0,8000.0,3200.0,3200.0
131,8000.0,8000.0,3200.0,3200.0
132,8000.0,8000.0,3200.0,3200.0
133,8000.0,8000.0,3200.0,3200.0
134,8000.0,8000.0,3200.0,3200.0
135,47657240.0,53409880.0,29513560.0,18262080.0
136,478503760.0,547080320.0,266835200.0,103599600.0
137,638813720.0,670014000.0,321098840.0,115577760.0
138,674372880.0,749757440.0,361982920.0,122339040.0
139,664507840.0,753261160.0,361679960.0,123824720.0
140,691298600.0,753435640.0,376837960.0,128059480.0
141,706352120.0,772086080.0,383519120.0,131223400.0
142,725322960.0,806141200.0,399147960.0,132028680.0
143,698728160.0,749969400.0,382069000.0,123273600.0
144,707867760.0,749653960.0,382344040.0,127110280.0
145,729707280.0,764403920.0,390516840.0,129781720.0
146,715097000.0,754770160.0,393642400.0,125487520.0
147,717020280.0,752840240.0,396888560.0,126851360.0
148,723954360.0,756816360.0,400759440.0,126484240.0
149,752914020.0,780045680.0,406858440.0,136765560.0
150,719416740.0,765623280.0,395965240.0,131983400.0
151,719749140.0,761163120.0,387881360.0,134540200.0
152,727043300.0,790969600.0,404578640.0,141181680.0
153,767971920.0,825281000.0,417867000.0,149956480.0
154,783652720.0,827455160.0,423062160.0,140805200.0
155,747727760.0,810294040.0,395544320.0,136454160.0
156,698061800.0,751073740.0,352333600.0,126994480.0
157,697679080.0,759719620.0,381389680.0,119918280.0
158,682186760.0,769860400.0,371885800.0,117130480.0
159,741784200.0,810281920.0,402671480.0,130372560.0
160,762677600.0,820837480.0,408232880.0,134478160.0
161,741357840.0,802049760.0,403353480.0,135255920.0
162,710540060.0,745789640.0,379340600.0,123885720.0
163,687099100.0,693547000.0,364231640.0,112447280.0
164,718988640.0,762547620.0,389110960.0,120330840.0
165,714747840.0,767720760.0,386965080.0,123366160.0
166,698316600.0,763307220.0,378592200.0,123978600.0
167,696987320.0,769619600.0,383064320.0,121430960.0
168,693735940.0,771536360.0,381637040.0,124513240.0
169,688279700.0,769112680.0,380419720.0,121322120.0
170,710949640.0,760323520.0,380705080.0,126217960.0
171,711355000.0,736061520.0,370990200.0,122866920.0
172,736008060.0,743794760.0,357583520.0,116106200.0
173,774882160.0,791889800.0,407135640.0,137434200.0
174,705635420.0,731094760.0,384428720.0,122070160.0
175,719006340.0,747711440.0,391612720.0,129750920.0
176,748786340.0,771323480.0,383853200.0,134929480.0
177,755267920.0,774701440.0,399073120.0,136323040.0
178,721889540.0,735008160.0,368079280.0,130613200.0
179,721590260.0,755468400.0,386875240.0,132457880.0
180,743025920.0,778339440.0,403148440.0,135300040.0
181,755766680.0,783675140.0,410502680.0,134587240.0
182,769372720.0,783806100.0,409583920.0,135194320.0
183,799533200.0,704766560.0,342110160.0,125932720.0
184,727309480.0,689848280.0,328121600.0,123765240.0
185,736026060.0,694482380.0,329692640.0,127315080.0
